,userId,movieId,rating,timestamp
62132,411,597,3.0,835532614
30025,209,51255,4.5,1524607709
8242,57,1303,3.0,965798228
13046,83,8977,3.5,1333843513
57386,380,4498,4.0,1536875760
56353,372,1586,3.0,874414449
38631,265,3035,4.0,965316339
67390,436,333,3.0,833529821
41360,280,8228,3.0,1348434814
91990,596,45175,4.0,1535832742
10148,66,2316,3.5,1113188714
43712,292,4386,3.0,1019516749
44417,295,1729,3.5,1320064934
43258,290,930,4.0,974938272
66931,432,5418,4.5,1328232881
68503,446,45,3.0,843839593
50925,329,50,2.0,1523468332
92060,596,93510,3.5,1535827450
58855,382,160080,3.0,1515248308
47947,310,1233,5.0,1078647887
95639,600,4306,3.5,1237712656
21684,140,48516,3.0,1172255954
41665,282,45517,4.5,1378498387
47638,307,52867,4.0,1189455325
33015,225,2081,3.0,949111472
67301,434,68237,5.0,1270603386
21103,140,163,3.0,967048969
35532,239,33679,4.0,1221159061
47796,308,45517,2.0,1421375244
53093,351,4262,3.5,1326062202
57784,380,57528,4.0,1494696263
32020,219,55020,4.5,1206231783
90457,588,349,4.0,839316092
75463,477,410,3.0,1200939986
7441,51,327,1.5,1230929812
4362,28,2628,4.0,1234516355
39493,274,1544,1.5,1171758807
8805,62,778,4.5,1521488884
73959,474,3052,4.0,1007320487
47740,308,551,3.0,1421374427
80360,508,1378,2.0,1268297498
70765,452,2628,4.0,1013394544
95134,600,195,2.0,1237714178
12050,74,1252,5.0,1207501373
51685,334,1210,3.5,1225480739
43199,290,50,4.0,975031748
79896,499,4128,5.0,1289959883
10239,66,4720,3.5,1093747566
35307,239,23,3.5,1221147477
51442,332,1729,4.0,1352672996
63106,414,2378,3.0,961596392
12383,77,260,5.0,1535107459
51005,330,555,5.0,1285905593
42412,288,1732,5.0,978559623
62471,414,412,4.0,1511541689
100553,610,93840,5.0,1479542624
62952,414,1957,3.0,961517121
53115,351,6874,3.0,1328288200
34964,234,1012,4.0,1004409599
96818,603,3081,4.0,953925657
20167,132,5679,3.0,1157924214
54784,362,1625,4.0,1530637473
69365,448,4571,5.0,1019125322
73860,474,2660,3.5,1137521191
50522,326,5995,5.0,1322867613
17793,111,128975,3.0,1516156182
94752,599,76030,0.5,1498502837
29111,200,4308,5.0,1229886822
37930,258,47099,3.0,1534892436
25225,177,3034,4.0,1435535839
73052,472,58559,5.0,1345843243
94841,599,90405,2.5,1498514919
11974,73,104211,3.5,1464198234
32627,222,1097,3.0,1391350034
42575,288,2405,3.0,975692803
12228,75,1376,4.0,1158967212
53779,354,8622,3.0,1200870503
41454,281,7325,4.0,1183000271
84081,534,132796,2.5,1459788826
77522,483,2843,4.5,1311846018
46751,307,70,3.5,1186161936
21840,141,69122,3.5,1513132006
13937,89,121338,4.5,1520409119
65633,422,750,5.0,986173307
10014,66,516,3.0,1113188566
89947,584,315,5.0,834987843
8179,57,1032,4.0,965796031
81010,512,165,5.0,841449233
45337,298,93510,2.5,1447599139
70176,448,105504,4.5,1410033778
67269,434,31658,3.0,1270607090
24574,169,7147,4.0,1075135311
41282,280,1393,4.5,1348532302
56631,376,4973,4.5,1364932968
27544,187,231,1.0,1161872599
16392,105,4720,4.5,1446573400
95642,600,4317,3.5,1237761601
99125,608,3160,4.0,1117408063
3944,24,2916,3.5,1458941823
51495,332,3301,3.5,1352671000
79889,499,2183,3.0,1289960007
70974,453,2058,3.0,1005968155
16268,105,1213,5.0,1447574024
78824,489,3707,1.0,1333831678
10006,66,357,5.0,1113190299
96569,603,2001,1.0,953928409
48167,312,2985,4.0,1043176716
6741,45,2947,4.0,950726657
10490,68,709,3.5,1275957523
3938,24,2405,2.5,1458941272
43480,291,88140,4.0,1453051510
76172,479,3707,3.0,1039392496
52202,339,45672,5.0,1460183419
72370,466,64957,3.5,1439915661
6527,45,435,3.0,950741095
90970,590,3827,3.0,1258428886
2779,19,2643,1.0,965704127
37888,256,122882,4.0,1446999818
79351,492,725,3.0,863977546
85019,552,2683,3.0,1112151178
23208,159,84374,3.0,1508641099
42866,288,3984,3.0,975691456
49360,318,26048,4.5,1457642882
6906,46,367,4.0,834788227
30348,212,8874,4.0,1490115069
49854,318,173317,4.5,1535035942
52181,339,30812,5.0,1460182198
41311,280,3176,4.5,1348532654
46092,305,2302,5.0,1519571072
91847,596,2571,4.0,1535709487
79252,491,4896,5.0,1522964129
1057,8,377,4.0,839463644
15537,102,329,2.0,835877081
33433,226,6373,3.0,1096420255
94094,599,5989,3.0,1498523331
69168,448,3254,4.0,1019128372
81832,517,49272,1.5,1487957751
60679,391,2997,5.0,1030825020
92312,597,1233,4.0,941729029
98061,606,5218,4.5,1259446272
4591,28,34150,3.0,1234516309
14793,93,2103,4.0,942946835
4321,28,1653,3.5,1234572121
83012,525,76251,3.5,1476476697
79206,490,74458,3.5,1324371080
72445,468,380,4.0,831400406
46262,305,34162,4.0,1460303105
5477,39,1029,3.0,974789035
24694,171,1079,5.0,866905738
1538,15,94864,3.0,1510572894
63382,414,3298,4.0,963840670
8114,57,588,4.0,965796062
60495,391,1088,1.0,1030824424
66113,425,4901,4.0,1085491133
30207,211,2642,3.5,1350912090
89045,576,1345,4.0,1358151485
67171,434,1779,1.5,1270602505
71433,459,122922,5.0,1520233452
78088,484,3646,4.0,1342369308
9428,64,1,4.0,1161520134
37387,249,159093,4.0,1472595896
5434,38,480,3.0,841341296
41074,279,356,3.0,1506394494
78836,489,3897,4.0,1333023616
56975,380,733,3.0,1493667403
43207,290,246,5.0,975030699
31260,217,2126,3.0,955941056
29839,204,1222,5.0,1327183322
62694,414,1091,2.0,991145150
79837,497,96829,5.0,1429127719
45496,299,3793,4.0,974620300
44859,298,5419,1.0,1447598949
48022,312,111,5.0,1043177445
48178,312,3499,4.0,1043176038
22311,151,102,4.0,855947740
48439,313,2427,2.0,1030556197
41547,282,2378,4.0,1514068504
8355,57,2273,3.0,969754482
73002,471,2324,5.0,1496668940
94279,599,7707,2.0,1519354277
51828,335,1673,3.5,1261541289
91505,594,110,5.0,1109036538
34086,232,4344,4.0,1206995838
50889,328,73017,3.0,1494207191
73078,473,5785,3.5,1169351797
44979,298,8464,2.0,1447598273
45313,298,88812,1.5,1467489499
27605,187,1339,3.5,1161849198
53741,354,4344,4.0,1200953516
41873,286,455,4.0,1119561665
1665,16,79132,3.0,1377476916
83145,526,44555,4.0,1502132890
82056,520,2194,4.0,1326609686
5247,34,6242,3.5,1168811107
73077,473,4979,4.5,1169351672
41678,282,51662,3.5,1378498783
14969,95,3793,4.0,1105400868
34773,233,608,4.0,1524781273
27812,188,1269,3.0,962560423
16094,104,4741,4.0,1048586588
69708,448,47044,1.5,1180296227
85023,552,2716,3.5,1111473031
79314,492,75,3.0,863976878
5727,41,3996,3.5,1459367473
73874,474,2719,1.5,1053021943
99440,608,8528,3.5,1117502970
4748,28,65216,3.5,1234850034
29134,200,5349,3.5,1229885797
33159,226,1197,4.5,1159341825
2563,19,1590,1.0,965711946
51137,330,3471,4.0,1285905687
21767,141,4011,4.5,1513130266
95679,600,4973,4.0,1237709789
27730,187,8622,3.0,1161849631
64750,414,68135,3.5,1256417411
17355,111,3177,4.0,1516151963
48114,312,1748,4.0,1043176620
54048,356,8784,4.0,1229143427
56137,372,31,2.0,874416808
55048,365,79057,3.5,1488594783
16276,105,1233,4.0,1447574144
21457,140,4306,3.0,1010775654
43845,292,80463,4.0,1296436138
69933,448,85367,2.0,1334515088
85149,553,2231,5.0,1219563316
28348,198,50,5.0,1034136008
79695,495,78574,2.5,1458637061
13032,83,6874,0.5,1333842381
75266,475,6934,4.5,1498030294
39389,274,922,3.5,1284685294
54831,362,56145,4.5,1530637681
92623,599,1,3.0,1498524204
6101,42,2115,4.0,996258201
9315,63,5481,2.5,1443200664
9015,62,82461,2.0,1523786551
64871,414,96821,4.0,1356135993
39379,274,840,3.5,1172427116
139,1,2143,4.0,964981725
69101,448,2803,3.0,1019142353
9239,63,1923,2.0,1443201254
1952,18,3462,4.0,1476393345
1673,17,150,3.5,1305696497
51585,332,48780,3.5,1352671761
65992,425,1291,4.0,1085477620
89562,580,4226,5.0,1167783666
76207,479,5135,5.0,1039367856
73365,474,1042,4.5,1053020921
57295,380,3489,4.0,1494803803
31662,219,1722,3.5,1195259245
66559,428,3882,1.5,1111489310
65370,419,4093,1.5,1321647670
87470,563,82152,3.5,1441844890
74575,474,6291,4.0,1124651703
93372,599,2334,2.5,1498515358
17130,109,290,3.0,841189922
23639,160,4643,0.5,1065992210
99361,608,6157,4.0,1147794837
13933,89,119714,3.5,1520409550
55089,365,97225,2.0,1488333353
53883,356,1222,4.5,1229143535
64175,414,6631,1.5,1065800300
48896,317,27773,5.0,1430517290
61407,404,553,3.0,838376006
6785,45,3534,4.0,959624016
50016,322,1517,4.0,1217676482
72818,469,2915,3.0,965425513
9901,64,8623,4.0,1161565658
16043,104,2551,2.0,1101152649
11189,68,8873,4.0,1158535242
98844,608,1042,3.0,1117415587
35840,243,410,4.0,837155155
34245,232,7139,3.5,1182908110
41870,286,368,3.0,1119562060
61029,396,293,5.0,1111688614
96888,603,3425,3.0,963180281
42141,288,231,3.0,978560031
14866,94,587,3.0,843406866
41773,284,318,4.0,832695208
51796,334,60069,3.5,1225477572
98966,608,1831,3.5,1117504875
37311,249,111743,3.5,1410476639
9401,63,89753,5.0,1443348544
5790,41,47099,3.5,1459367548
46766,307,165,2.5,1186160959
67082,434,6,4.0,1270603905
34780,233,1059,3.5,1529334567
9835,64,5810,4.0,1161564451
65076,415,33679,3.5,1382470406
90561,590,368,3.0,1258420987
96419,603,1284,4.0,953925309
55345,367,3751,5.0,997811942
92839,599,517,2.5,1519369295
65366,419,3755,4.0,1350347818
39046,269,724,5.0,850865586
6868,45,51080,4.5,1193289356
84407,541,595,3.0,835642969
23296,160,593,2.0,971113259
47938,310,852,3.0,1078647905
85762,555,3206,3.0,978748364
19358,125,54503,4.5,1474296090
69236,448,3705,2.0,1019125666
53864,356,720,5.0,1228072581
13512,88,3476,4.5,1331420286
47926,310,16,1.0,1078647827
25967,180,2723,3.0,1270237583
82043,520,1801,4.0,1326687732
63245,414,2822,2.0,961514489
72277,465,3704,3.0,959895677
45102,298,53519,2.0,1447598838
29037,200,2291,3.5,1229886319
11901,73,61024,4.0,1464282933
64906,414,115149,4.0,1519593230
11896,73,59315,4.0,1464275201
1117,9,6001,4.0,1044657072
67273,434,35836,3.5,1270606889
55467,368,517,3.0,975829650
46268,305,38038,4.5,1518716700
91499,594,17,4.0,1108972872
93860,599,4388,1.5,1498503968
66532,428,3081,4.0,1111623811
56446,373,520,1.0,846830316
96182,603,320,3.0,953925390
45172,298,62434,1.5,1447599055
99708,610,3108,4.5,1479543364
92447,597,2133,3.0,941641183
21570,140,5959,3.0,1080239050
64124,414,6333,4.0,1052148258
99968,610,6539,4.0,1493844694
63127,414,2414,4.0,961594982
11182,68,8783,3.5,1158535195
28815,199,3618,3.0,1018818501
39151,272,2571,4.0,1532265979
99077,608,2699,1.5,1117161730
83336,527,5540,5.0,1033175914
40065,274,6593,2.0,1177986754
7860,52,56801,3.0,1468052142
49131,318,2076,4.0,1285271697
450,4,2763,1.0,964778621
57167,380,2174,4.0,1494803480
32830,222,102686,3.5,1391347209
15460,101,2395,5.0,968441198
27598,187,1222,4.5,1161849352
10540,68,1120,3.5,1269121378
14449,91,2657,3.0,1112712141
49834,318,148626,4.5,1451562440
3109,20,3753,3.0,1054037352
20625,136,95,4.0,832449391
72380,466,79091,4.5,1439915872
55305,367,3114,5.0,997811731
35152,235,440,4.0,841422517
95727,600,6377,4.0,1237858799
84883,551,64614,3.0,1504925459
39570,274,2033,3.0,1172269303
95482,600,2502,4.5,1237713231
44154,294,1591,1.0,966634305
14767,93,1359,4.0,942946588
74384,474,4998,3.5,1139102575
23286,160,485,0.5,1065984390
65759,424,367,3.0,1457844332
46390,305,68358,4.0,1460305894
66562,428,3916,2.5,1111489023
83186,527,595,5.0,1033174224
79959,500,2018,3.0,1005528301
18811,121,356,4.0,847655945
87395,563,8869,3.0,1441845709
22337,151,786,4.0,855947242
55660,368,2194,3.0,975828964
24576,169,7153,5.0,1073179582
2555,19,1562,1.0,965710092
49237,318,4447,3.0,1259002517
96380,603,1214,5.0,953925452
85528,555,1855,2.0,978747598
46719,306,159858,4.0,1518327380
7912,53,249,5.0,1237748109
9341,63,8361,3.0,1443368398
40811,275,2918,5.0,1049076911
4827,29,48516,4.5,1308084039
44620,298,1274,4.0,1476627223
77261,483,265,3.0,1178294232
26830,182,4865,2.5,1055153258
52797,346,3160,4.5,1094645785
32010,219,53996,4.0,1194932201
60794,392,1127,3.0,1027524262
79782,496,40826,4.0,1415166154
42155,288,339,3.0,976140436
53476,352,117529,3.0,1493920235
12783,82,1196,4.0,1084464979
47334,307,5443,1.0,1189607373
56381,373,111,5.0,846830279
46065,305,1653,3.0,1511719176
28377,198,593,4.0,1034136028
52295,339,86332,2.5,1460182467
39516,274,1690,4.0,1171172402
40833,275,3255,4.0,1049076663
6144,42,2568,4.0,996256809
25209,177,2729,3.0,1435536464
5955,42,490,3.0,996220133
51559,332,8949,4.0,1352671879
44700,298,2724,0.5,1452959578
73869,474,2707,3.0,1060105250
86019,559,227,3.0,845476247
48906,317,48516,5.0,1430361522
93020,599,1196,5.0,1519029372
48548,313,4226,4.0,1030556047
64682,414,56908,4.0,1230174149
97361,605,76093,4.0,1277175655
26994,182,6551,4.0,1063274282
47908,309,6706,3.5,1088521739
48265,313,353,4.0,1030556008
97425,606,321,4.0,1175637271
94786,599,82167,2.5,1498513934
10430,68,355,3.0,1158535521
36908,249,53121,3.0,1354225718
30825,216,2924,5.0,975212199
52479,342,2370,3.0,1042821231
5580,40,163,5.0,832059474
2522,19,1373,1.0,965703973
25818,178,377,3.5,1164355249
80484,509,3785,3.0,1435993460
98703,608,174,1.5,1117506975
11457,68,66934,5.0,1261623340
27538,187,70,4.0,1161849108
9825,64,5481,3.5,1161528891
90418,587,3468,3.0,953137453
9441,64,48,3.0,1161529467
14064,89,182731,4.5,1520409049
49228,318,4239,4.0,1342626838
68228,439,2028,4.0,1436943895
88322,570,1393,3.5,1181477711
60436,391,348,5.0,1032388857
36721,249,6281,4.0,1355842196
89166,577,2114,4.0,945978546
48592,314,31,3.0,834241586
89600,580,5679,4.5,1167791508
36821,249,34048,3.5,1355366539
40216,274,27788,3.5,1171933180
68218,439,110,3.5,1436943893
83323,527,4638,5.0,1033175958
95119,600,101,4.5,1237851915
14136,91,47,4.5,1112712832
44035,294,499,2.0,966596753
27442,186,2528,4.0,1031079926
70224,448,110655,2.5,1433082356
38880,267,2706,5.0,959807161
25651,177,68135,3.0,1435526906
92176,597,104,5.0,941558713
62043,411,218,3.0,835532747
81293,514,3671,4.0,1533949090
69707,448,46974,2.0,1252187976
51371,332,208,2.0,1352673137
72520,469,898,4.0,965336845
59113,385,1206,5.0,865024776
14774,93,1580,5.0,942767007
64264,414,7293,3.5,1106190123
57175,380,2315,3.0,1493668228
68813,448,1092,4.0,1019141359
96636,603,2337,3.0,953926333
657,6,231,3.0,845553174
20890,139,260,4.0,1453923975
67167,434,1704,4.5,1270606614
37343,249,122892,4.5,1430482813
77346,483,1092,2.5,1215895641
62736,414,1217,5.0,961512311
99882,610,5093,2.5,1493849685
13585,89,1234,0.5,1520408268
77089,481,1690,2.0,884774296
52161,339,7143,4.5,1460518910
37659,254,41997,4.5,1180564519
67991,438,5665,3.0,1105654198
31092,217,1234,5.0,955942837
44165,294,1731,1.0,966597212
48867,317,4239,4.0,1430366380
14964,95,3424,4.5,1053153724
3263,21,1230,2.5,1418932215
53982,356,3977,2.5,1229143200
32668,222,2324,3.5,1391350500
73450,474,1253,4.0,1047054300
62058,411,257,3.0,835532864
86283,560,4963,4.0,1469650011
93756,599,3911,2.5,1498514875
90015,585,2959,5.0,1307417775
56525,375,3256,5.0,1225314397
11003,68,4558,2.5,1269122927
56710,377,2384,4.5,1340347658
83410,528,106782,4.0,1391736611
97253,605,4896,3.5,1277175611
20875,138,1959,3.5,1222676198
27453,186,2662,4.0,1031079628
98263,606,7916,3.5,1171813550
91777,596,924,4.0,1535827439
18938,122,3863,4.5,1461562808
18002,113,912,5.0,980307023
53671,354,1954,4.0,1200870921
74777,474,7212,4.0,1073255475
74831,474,7716,3.5,1083701607
44338,294,3247,3.0,966596533
69063,448,2580,3.0,1119106113
830,6,709,5.0,845555249
78799,489,3176,3.5,1334170432
48835,317,1485,2.0,1430517356
23136,159,318,4.5,1508640105
64687,414,58103,3.5,1205631910
20288,133,480,3.0,843491209
10950,68,3988,3.0,1158534823
9382,63,68954,4.0,1443200509
47996,311,1208,2.5,1057854233
89502,580,2692,4.0,1167790334
71041,453,3240,4.0,972621539
13461,86,58293,2.5,1343945042
24517,169,5378,4.5,1059428777
67375,436,248,3.0,833530089
22098,145,111,4.0,832105479
1342,12,2485,5.0,1247264406
45802,304,647,4.0,881428022
27384,186,1371,4.0,1031080201
89458,580,1917,3.5,1167860614
92863,599,575,0.5,1519144562
17036,108,3795,5.0,1042840602
80351,508,307,1.0,1268297492
16169,104,47629,4.0,1325962571
91649,594,4374,4.5,1108976091
48121,312,1991,3.0,1043176272
85422,555,1127,3.0,978748282
67046,432,81788,4.0,1315244362
77456,483,2161,3.5,1415579084
23352,160,1198,3.0,971113406
26208,182,745,4.5,1077070424
100081,610,26510,3.0,1493879414
43867,292,87430,3.5,1323526335
75008,474,26133,4.5,1238350226
47412,307,6586,2.0,1186084922
89751,580,56174,4.5,1212342537
75042,474,30846,3.5,1115044125
14702,92,1619,4.0,1294941480
39307,274,379,3.5,1171828655
92658,599,69,2.5,1498515243
7520,51,1580,5.0,1230929254
40568,274,81229,3.5,1295869672
53610,354,586,3.0,1200870590
1459,15,1240,4.0,1510572646
83567,533,93840,5.0,1424754071
9759,64,3969,0.5,1161620638
60013,387,6873,2.5,1159687208
70357,448,131714,1.5,1460395876
46785,307,266,3.5,1186161585
40269,274,36509,3.5,1172031188
7090,48,8636,4.5,1127128916
73497,474,1353,4.5,1100291485
94189,599,6827,0.5,1498502607
73271,474,780,4.0,974667743
2487,19,1210,3.0,965709445
40590,275,215,5.0,1049079037
71068,453,3717,2.0,972622005
56933,380,366,3.0,1494036103
76633,480,3968,3.5,1179165817
21512,140,5048,3.0,1028043033
53842,356,180,4.0,1229140778
47045,307,2124,2.5,1186084495
32463,221,3481,4.0,1111177918
95457,600,2384,1.5,1237759727
97105,604,311,3.0,832080690
57982,380,106489,2.0,1494804203
34458,232,40826,4.0,1135663835
12587,80,5502,4.0,1377308376
35516,239,7445,4.5,1221159476
76050,479,110,2.0,1039360660
79643,495,31685,2.0,1458635992
98657,607,3793,3.0,964743155
29504,202,1208,4.0,974912467
74962,474,8880,4.0,1095092238
62809,414,1382,2.0,961516154
51690,334,1258,3.5,1237060454
68460,445,5618,4.5,1454621790
41158,279,56782,4.5,1506395146
19369,125,60069,4.0,1474480962
65017,415,928,4.5,1382470168
63389,414,3347,4.0,961517073
66492,428,2329,3.5,1111487849
22776,156,1035,4.5,1106855438
41013,276,1042,5.0,858351088
38058,260,3735,2.0,1109410861
73826,474,2502,4.0,1046875430
21341,140,2861,4.0,967047885
83564,533,79132,4.0,1424753514
62848,414,1562,2.0,961516398
93862,599,4394,1.5,1519331093
20172,132,5956,1.5,1157979888
12354,76,42723,3.0,1439167709
87478,563,88405,3.0,1446590016
73575,474,1688,3.5,1132436120
73505,474,1371,2.0,983033588
34991,234,1408,3.0,1004408151
44956,298,7257,0.5,1466277986
17422,111,4974,1.0,1516141433
75464,477,413,4.0,1200946454
81838,517,52694,1.5,1487955944
100690,610,111781,4.0,1493849614
24061,167,180,4.0,1154721550
91616,594,2488,0.5,1108950689
61501,405,26258,5.0,1295907397
96039,602,349,4.0,840875538
60842,393,3793,5.0,1430505873
89191,577,2528,4.0,945967196
21102,140,161,4.0,949667232
53378,352,60069,5.0,1493674064
40581,275,39,4.0,1049076538
23894,166,904,3.5,1188921640
29193,200,8973,3.5,1229877827
29906,204,90746,3.5,1327181745
70999,453,2572,5.0,1005967028
53122,351,8950,4.0,1325980447
77253,483,208,3.0,1178293256
88019,567,106002,2.0,1525288477
79640,495,27773,5.0,1458635306
10022,66,589,4.0,1104643949
88367,570,2987,3.0,1181477783
87928,567,70015,1.5,1525288641
55899,369,1225,2.5,1237083107
62940,414,1918,2.0,961439052
63570,414,4007,4.0,991144487
80976,511,90866,4.0,1522156049
79891,499,2401,4.0,1289959975
88292,570,1127,4.5,1181478234
69738,448,53125,2.0,1179784344
59345,387,919,3.0,1094877085
81091,514,161,4.0,1533948998
68516,446,208,2.0,843839207
13914,89,111617,3.5,1520408947
83350,528,1225,3.5,1391736086
83968,534,91500,2.5,1459787998
74484,474,5670,3.0,1059398547
85741,555,2989,4.0,978822355
42586,288,2421,2.0,976138399
53507,353,70,4.0,831940127
68424,445,306,4.0,1454621845
29296,201,708,3.0,939801904
79860,498,296,4.0,839197204
1370,13,3513,3.0,987895651
45283,298,85022,2.5,1447517756
82470,523,103141,4.0,1503126418
49172,318,3000,4.0,1453420406
96865,603,3274,3.0,963177686
21020,139,55118,3.0,1453924978
84726,547,2840,3.0,942723168
65433,419,71131,5.0,1321854714
4344,28,2231,2.5,1242288296
51310,331,54286,4.0,1537157765
89259,579,597,5.0,958882246
75303,475,59501,4.0,1498031376
30975,217,480,4.0,955941990
64939,414,143385,4.0,1513959196
6194,42,3082,5.0,996214009
77546,483,3159,4.5,1215898034
29259,200,59615,1.0,1229887297
49319,318,7153,3.5,1292695608
35294,238,4917,4.0,1007932138
577,6,25,3.0,845553695
1926,18,2409,4.0,1455749696
5778,41,30707,4.0,1458942832
76677,480,4370,3.5,1179164229
64105,414,6283,4.0,1058144594
84972,552,1208,4.0,1111472941
13905,89,108078,5.0,1520409580
56650,376,48516,4.5,1364933220
3007,20,1012,4.0,1054038180
38070,260,4641,5.0,1109409159
60462,391,595,3.0,1032389209
32588,221,33794,2.5,1121365142
68281,441,1036,4.0,1451166354
77023,480,45517,3.0,1179161097
61772,409,2289,4.0,969060011
27724,187,8228,4.0,1161954534
96626,603,2290,4.0,953928361
32779,222,64969,4.0,1391374556
14358,91,1610,4.5,1112712179
25875,178,30749,4.5,1164355520
77060,480,51662,4.0,1179160481
78350,487,86345,0.5,1429347557
50266,325,1217,5.0,1039396324
21065,139,89745,2.5,1453924402
7879,52,69122,5.0,1468051452
64724,414,61406,4.0,1511540907
65872,424,102903,1.5,1457845605
72072,464,1101,4.5,1287400261
66469,428,1831,1.0,1111623855
95183,600,440,2.5,1237859391
86942,561,45499,2.5,1491091372
51976,338,1203,5.0,1530148436
57135,380,2003,5.0,1494803657
11599,68,114762,3.5,1532897137
31375,217,2746,3.0,955944052
16467,105,6586,3.5,1447563242
14389,91,2002,2.0,1112718181
16618,105,53125,4.5,1446573586
85291,555,1,4.0,978746159
76458,480,1957,4.5,1179159592
96329,603,1078,2.0,963176514
85714,555,2796,4.0,978823073
17983,113,351,5.0,980051862
4751,28,67534,3.0,1242883379
20881,138,2582,1.5,1222676555
16876,105,141818,4.5,1526206975
84533,543,356,3.0,1377069244
24669,171,596,5.0,866905707
80344,507,480,4.0,838964648
99342,608,5679,4.5,1117336756
44902,298,6287,2.5,1447598567
98312,606,26249,2.5,1173993293
45473,298,158238,2.0,1478816375
23164,159,3949,0.5,1508641203
15958,104,380,3.5,1090595885
52221,339,54001,2.5,1460183493
11061,68,5459,3.5,1180916147
12819,82,2012,4.0,1084468233
11249,68,36519,3.5,1332628972
6548,45,594,4.0,950726215
21084,140,2,3.5,1085569813
49364,318,26225,4.5,1443982576
71329,457,2692,4.0,993611016
93404,599,2404,2.0,1519140287
44835,298,4992,0.5,1449592509
16402,105,4890,3.5,1446750321
52720,346,247,4.0,1133799697
77189,482,8169,3.5,1105396769
25199,177,2694,2.5,1435534803
69139,448,3030,5.0,1019124045
25336,177,5349,3.5,1435524223
85012,552,2541,3.5,1112151446
403,4,1641,4.0,964622758
65307,419,292,4.5,1321659161
14330,91,1356,3.5,1112712058
23130,159,31,3.5,1508641164
71475,460,6377,5.0,1359177539
579,6,27,3.0,845555402
58544,381,68791,3.5,1248413830
28830,199,4344,3.0,1026613126
15728,103,2951,4.5,1431968489
80081,503,480,3.5,1335219291
79698,495,79702,4.0,1458636565
57095,380,1665,4.0,1494278948
31627,219,1270,3.5,1194827014
61145,399,4306,5.0,1167220333
22405,152,72011,4.0,1450867832
40054,274,6464,3.5,1172110426
59105,385,1190,2.0,865024884
91044,590,5103,3.0,1267151776
12893,82,5400,3.5,1084465545
47748,308,1036,1.0,1421373792
38617,265,2628,4.0,965314334
83606,534,586,4.5,1459787997
3388,21,6942,4.0,1417378457
72586,469,1230,5.0,965336139
57296,380,3499,5.0,1494803792
56870,379,500,3.0,847397459
81934,518,783,3.0,1056907459
35153,235,454,3.0,841422410
23692,161,4270,4.0,1176746708
8845,62,3578,4.5,1521489618
94757,599,77455,3.5,1498542480
64299,414,7884,4.0,1158355392
2700,19,2232,3.0,965703756
83419,529,141,3.0,855583216
15815,103,27706,3.5,1431970170
31475,217,3441,2.0,955940741
28002,191,468,3.0,829760897
33114,226,569,3.0,1097545741
26247,182,1104,4.5,1054781830
1639,16,3174,3.5,1377476640
20855,137,6986,3.0,1204859931
61172,400,1197,4.5,1498870278
4441,28,4047,3.5,1242031374
65052,415,3362,4.0,1382470447
48902,317,41997,2.0,1430517243
48268,313,379,1.0,1030475278
96502,603,1641,4.0,963178147
21453,140,4243,4.0,1034362649
10828,68,2949,3.5,1158535249
83292,527,2950,4.0,1033176186
83790,534,33493,4.0,1459787997
97499,606,911,4.5,1171377146
51046,330,1207,4.0,1285904603
83155,526,81845,4.0,1502132055
27584,187,1148,4.0,1161849972
25757,177,95510,4.0,1435525464
69421,448,5049,4.0,1019127415
91922,596,5502,2.5,1535708451
84453,542,2710,0.5,1163387159
23134,159,186,3.0,1508640386
20494,135,2115,4.0,1009693108
6410,43,595,5.0,848993693
41728,283,1704,5.0,901227857
13472,87,60,3.0,1270702696
85892,556,88125,4.5,1534320986
35761,241,81786,4.0,1447536785
41848,285,4091,3.0,1482942247
24209,167,8961,4.5,1154721891
85402,555,926,4.0,978748483
9593,64,1580,3.5,1161520051
30787,216,1641,5.0,975212571
38202,262,260,4.0,840306238
81232,514,2375,3.0,1535860888
23152,159,1704,5.0,1508640118
36353,248,115617,3.5,1534591768
48517,313,3701,5.0,1030474810
22556,153,95167,0.5,1525551652
20227,132,30749,4.0,1157920397
6146,42,2574,3.0,996256541
75566,477,1356,4.0,1200939959
70317,448,120783,2.5,1461945772
91653,594,4794,0.5,1108950748
22419,152,89864,3.5,1450867872
34529,232,47999,3.5,1241829512
9570,64,1288,4.5,1161519737
100526,610,89745,5.0,1479542608
48130,312,2105,3.0,1043176864
34293,232,8376,3.5,1206994829
44231,294,2243,2.0,966595793
60092,387,7991,2.0,1175233030
66860,432,1704,4.5,1315244133
34633,232,57669,3.5,1217540804
40802,275,2797,5.0,1049076933
68808,448,1080,5.0,1019131169
57775,380,55820,4.0,1493420465
40887,275,4037,5.0,1049079204
48037,312,480,3.0,1043175580
34772,233,593,4.5,1448816574
69660,448,32291,2.5,1234381331
53325,352,32587,3.0,1493674082
17658,111,79132,4.5,1516140844
63267,414,2916,4.0,961514795
26436,182,2117,4.0,1054779834
3565,21,105844,2.0,1403460491
39938,274,4876,3.0,1171829280
36879,249,48783,3.5,1355677775
37891,256,127202,4.5,1446999810
45084,298,50610,4.0,1466277718
59390,387,1136,4.5,1094876102
57745,380,50794,2.0,1494696345
8885,62,6539,4.0,1521488598
67752,438,2094,3.0,1105667445
26471,182,2359,3.0,1054784175
95987,602,125,3.0,840876475
24237,168,750,5.0,1306801677
33766,230,736,4.0,1196304525
